shot_id,episode,scene_id,beat,start_time_sec,duration_sec,location_id,location_name,characters,action,dialogue,emotion,shot_type,camera,movement,composition,props,wardrobe,lighting,style_keywords,continuity_notes,storyboard_prompt,video_prompt,negative_prompt,seed,reference_pack,output_type,output_path,priority
S0089,1,SC03,escalation_1,296,3,L3,藏经阁外,C1|C2,灯笼晃动,……,紧张,WS,eye-level,static,over-shoulder,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 灯笼晃动, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100090,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0089.png,mid
S0090,1,SC03,escalation_1,299,3,L3,藏经阁外,C1|C2,执事拦下,去后山废井。,冷淡,WS,eye-level,static,rule-of-thirds,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 执事拦下, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100091,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0090.png,mid
S0091,1,SC03,escalation_1,302,3,L3,藏经阁外,C1|C2,C2假意解围,……,伪善,WS,eye-level,static,center,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, C2假意解围, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100092,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0091.png,mid
S0092,1,SC03,escalation_1,305,4,L3,藏经阁外,C1|C2,灯笼晃动,去后山废井。,紧张,WS,eye-level,static,diagonal,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 灯笼晃动, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100093,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0092.png,mid
S0093,1,SC03,escalation_1,309,3,L3,藏经阁外,C1|C2,绳索递出,去后山废井。,伪善,WS,eye-level,slow push-in,two-shot,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 绳索递出, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100094,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0093.png,mid
S0094,1,SC03,escalation_1,312,4,L3,藏经阁外,C1|C2,执事拦下,去后山废井。,伪善,WS,eye-level,static,rule-of-thirds,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 执事拦下, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100095,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0094.png,mid
S0095,1,SC03,escalation_1,316,5,L3,藏经阁外,C1|C2,C2假意解围,他只是想看看门规。,伪善,WS,eye-level,static,two-shot,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, C2假意解围, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100096,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0095.png,mid
S0096,1,SC03,escalation_1,321,4,L3,藏经阁外,C1|C2,执事拦下,去后山废井。,冷淡,WS,eye-level,handheld slight,center,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 执事拦下, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100097,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0096.png,mid
S0097,1,SC03,escalation_1,325,4,L3,藏经阁外,C1|C2,绳索递出,……,冷淡,CU,eye-level,handheld slight,rule-of-thirds,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 绳索递出, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100098,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0097.png,mid
S0098,1,SC03,escalation_1,329,3,L3,藏经阁外,C1|C2,门规牌匾特写,去后山废井。,冷淡,CU,eye-level,handheld slight,center,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 门规牌匾特写, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100099,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0098.png,mid
S0099,1,SC03,escalation_1,332,3,L3,藏经阁外,C1|C2,门规牌匾特写,去后山废井。,紧张,MS,eye-level,slow push-in,two-shot,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 门规牌匾特写, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100100,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0099.png,mid
S0100,1,SC03,escalation_1,335,5,L3,藏经阁外,C1|C2,执事拦下,他只是想看看门规。,紧张,WS,eye-level,static,rule-of-thirds,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 执事拦下, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100101,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0100.png,mid
S0101,1,SC03,escalation_1,340,4,L3,藏经阁外,C1|C2,C2假意解围,他只是想看看门规。,伪善,CU,eye-level,slow push-in,diagonal,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, C2假意解围, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100102,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0101.png,mid
S0102,1,SC03,escalation_1,344,3,L3,藏经阁外,C1|C2,门规牌匾特写,……,紧张,MCU,eye-level,handheld slight,center,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 门规牌匾特写, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100103,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0102.png,mid
S0103,1,SC03,escalation_1,347,4,L3,藏经阁外,C1|C2,门规牌匾特写,……,紧张,MCU,eye-level,static,two-shot,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 门规牌匾特写, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100104,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0103.png,mid
S0104,1,SC03,escalation_1,351,3,L3,藏经阁外,C1|C2,C2假意解围,他只是想看看门规。,冷淡,CU,eye-level,slow push-in,two-shot,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, C2假意解围, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100105,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0104.png,mid
S0105,1,SC03,escalation_1,354,3,L3,藏经阁外,C1|C2,C2假意解围,去后山废井。,紧张,MCU,eye-level,slow push-in,rule-of-thirds,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, C2假意解围, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100106,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0105.png,mid
S0106,1,SC03,escalation_1,357,3,L3,藏经阁外,C1|C2,绳索递出,去后山废井。,紧张,MCU,eye-level,slow push-in,over-shoulder,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 绳索递出, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100107,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0106.png,mid
S0107,1,SC03,escalation_1,360,3,L3,藏经阁外,C1|C2,门规牌匾特写,……,冷淡,MCU,eye-level,handheld slight,diagonal,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 门规牌匾特写, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100108,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0107.png,mid
S0108,1,SC03,escalation_1,363,3,L3,藏经阁外,C1|C2,门规牌匾特写,去后山废井。,紧张,MS,eye-level,static,center,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 门规牌匾特写, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100109,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0108.png,mid
S0109,1,SC03,escalation_1,366,3,L3,藏经阁外,C1|C2,门规牌匾特写,他只是想看看门规。,伪善,MCU,eye-level,static,diagonal,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 门规牌匾特写, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100110,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0109.png,mid
S0110,1,SC03,escalation_1,369,3,L3,藏经阁外,C1|C2,灯笼晃动,止步。,紧张,MS,eye-level,slow push-in,rule-of-thirds,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 灯笼晃动, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100111,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0110.png,mid
S0111,1,SC04,mid_turn,372,5,L4,后山废井口,C1,符文光点浮现,……,顿悟,MS,eye-level,handheld slight,two-shot,C1_jade_pendant,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 符文光点浮现, emotion 顿悟. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100112,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0111.png,mid
S0112,1,SC04,mid_turn,377,4,L4,后山废井口,C1,裂痕蔓延,以命换路。,恐惧,CU,eye-level,static,center,C1_jade_pendant,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 裂痕蔓延, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100113,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0112.png,mid
S0113,1,SC04,mid_turn,381,5,L4,后山废井口,C1,玉坠发热,以命换路。,恐惧,MCU,eye-level,static,center,rope,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 玉坠发热, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100114,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0113.png,mid
S0114,1,SC04,mid_turn,386,5,L4,后山废井口,C1,裂痕蔓延,……,震惊,MCU,eye-level,static,two-shot,C1_jade_pendant,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 裂痕蔓延, emotion 震惊. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100115,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0114.png,mid
S0115,1,SC04,mid_turn,391,5,L4,后山废井口,C1,符文光点浮现,……,震惊,MS,eye-level,static,rule-of-thirds,rope,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 符文光点浮现, emotion 震惊. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100116,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0115.png,mid
S0116,1,SC04,mid_turn,396,3,L4,后山废井口,C1,裂痕蔓延,以命换路。,震惊,MCU,eye-level,static,diagonal,C1_jade_pendant,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 裂痕蔓延, emotion 震惊. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100117,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0116.png,mid
S0117,1,SC04,mid_turn,399,5,L4,后山废井口,C1,玉坠发热,以命换路。,顿悟,MCU,eye-level,slow push-in,diagonal,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 玉坠发热, emotion 顿悟. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100118,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0117.png,mid
S0118,1,SC04,mid_turn,404,3,L4,后山废井口,C1,玉坠发热,以弱破局。,恐惧,WS,eye-level,static,rule-of-thirds,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 玉坠发热, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100119,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0118.png,mid
S0119,1,SC04,mid_turn,407,3,L4,后山废井口,C1,井口阴风,……,恐惧,MS,eye-level,static,diagonal,C1_jade_pendant,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 井口阴风, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100120,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0119.png,mid
S0120,1,SC04,mid_turn,410,3,L4,后山废井口,C1,裂痕蔓延,以弱破局。,顿悟,MS,eye-level,static,center,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 裂痕蔓延, emotion 顿悟. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100121,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0120.png,mid
S0121,1,SC04,mid_turn,413,4,L4,后山废井口,C1,裂痕蔓延,以弱破局。,恐惧,WS,eye-level,slow push-in,center,rope,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 裂痕蔓延, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100122,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0121.png,mid
S0122,1,SC04,mid_turn,417,4,L4,后山废井口,C1,井口阴风,以弱破局。,恐惧,MCU,eye-level,static,two-shot,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 井口阴风, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100123,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0122.png,mid
S0123,1,SC04,mid_turn,421,3,L4,后山废井口,C1,符文光点浮现,……,震惊,MCU,eye-level,static,two-shot,rope,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 符文光点浮现, emotion 震惊. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100124,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0123.png,mid
S0124,1,SC04,mid_turn,424,3,L4,后山废井口,C1,裂痕蔓延,……,震惊,CU,eye-level,static,over-shoulder,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 裂痕蔓延, emotion 震惊. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100125,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0124.png,mid
S0125,1,SC04,mid_turn,427,3,L4,后山废井口,C1,脚步打滑,以命换路。,顿悟,MCU,eye-level,static,diagonal,rope,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 脚步打滑, emotion 顿悟. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100126,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0125.png,mid
S0126,1,SC04,mid_turn,430,3,L4,后山废井口,C1,玉坠发热,以命换路。,恐惧,CU,eye-level,handheld slight,diagonal,C1_jade_pendant,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 玉坠发热, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100127,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0126.png,mid
S0127,1,SC04,mid_turn,433,3,L4,后山废井口,C1,符文光点浮现,以弱破局。,恐惧,CU,eye-level,static,over-shoulder,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 符文光点浮现, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100128,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0127.png,mid
S0128,1,SC04,mid_turn,436,3,L4,后山废井口,C1,脚步打滑,以弱破局。,顿悟,CU,eye-level,static,diagonal,rope,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 脚步打滑, emotion 顿悟. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100129,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0128.png,mid
S0129,1,SC04,mid_turn,439,4,L4,后山废井口,C1,脚步打滑,以命换路。,顿悟,MS,eye-level,static,rule-of-thirds,C1_jade_pendant,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 脚步打滑, emotion 顿悟. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100130,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0129.png,mid
S0130,1,SC04,mid_turn,443,4,L4,后山废井口,C1,符文光点浮现,以命换路。,恐惧,MS,eye-level,static,center,rope,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 符文光点浮现, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100131,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0130.png,mid
S0131,1,SC04,mid_turn,447,3,L4,后山废井口,C1,脚下一滑险坠井，玉坠裂开仙箓浮现,以命换路，以弱破局。,惊惧/顿悟,CU,eye-level,handheld shake,rule-of-thirds,C1_jade_pendant|rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 脚下一滑险坠井，玉坠裂开仙箓浮现, emotion 惊惧/顿悟. cinematic realism","Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 脚下一滑险坠井，玉坠裂开仙箓浮现, emotion 惊惧/顿悟. 3s video, slight camera move, cinematic realistic",blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,223406,refpacks/C1,video,episodes/ep0001/clips/S0131.mp4,high
S0132,1,SC04,mid_turn,450,3,L4,后山废井口,C1,玉坠发热,以弱破局。,恐惧,CU,eye-level,handheld slight,over-shoulder,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 玉坠发热, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100133,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0132.png,mid
